"NGA","Polity","Section","Subsection","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note","Comment"
"Latium","TrRomDm","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","TrRomDm","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","TrRomDm","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","TrRomDm","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","TrRomDm","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","TrRomDm","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","TrRomDm","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","TrRomDm","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","TrRomDm","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","6",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Hierarchical Complexity","Administrative levels","8",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Hierarchical Complexity","Religious levels","8",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Hierarchical Complexity","Military levels","7",10,"","","complex","range","",""
"Latium","ItRomWe","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItRomWe","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","6",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Hierarchical Complexity","Administrative levels","5",7,"","","complex","range","",""
"Latium","ItOstrg","Social Complexity variables","Hierarchical Complexity","Religious levels","5",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItOstrg","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","6",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Hierarchical Complexity","Administrative levels","8",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Hierarchical Complexity","Religious levels","7",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Hierarchical Complexity","Military levels","9",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","TrERom*","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","6",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Hierarchical Complexity","Administrative levels","5",6,"","","complex","range","",""
"Latium","ItRav**","Social Complexity variables","Hierarchical Complexity","Religious levels","5",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Hierarchical Complexity","Military levels","4",5,"","","complex","range","",""
"Latium","ItRav**","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItRav**","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","5",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Hierarchical Complexity","Administrative levels","5",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Hierarchical Complexity","Religious levels","5",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Hierarchical Complexity","Military levels","5",6,"","","complex","range","",""
"Latium","ItLombr","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItLombr","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","5",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Hierarchical Complexity","Administrative levels","6",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Hierarchical Complexity","Religious levels","5",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItStPet","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","5",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Hierarchical Complexity","Administrative levels","6",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Hierarchical Complexity","Religious levels","6",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Hierarchical Complexity","Military levels","6",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItPapEM","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Hierarchical Complexity","Administrative levels","5",6,"","","complex","range","",""
"Latium","ItPapHM","Social Complexity variables","Hierarchical Complexity","Religious levels","6",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItPapHM","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",5,"","","complex","range","",""
"Latium","ItPapRn","Social Complexity variables","Hierarchical Complexity","Administrative levels","4",6,"","","complex","range","",""
"Latium","ItPapRn","Social Complexity variables","Hierarchical Complexity","Religious levels","5",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Latium","ItPapRn","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Hierarchical Complexity","Administrative levels","4",5,"","","complex","range","",""
"Latium","ItPapM1","Social Complexity variables","Hierarchical Complexity","Religious levels","6",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Law","Formal legal code","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Law","Judges","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Law","Courts","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Latium","ItPapM1","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
